id;cat_list
313010;Science Fiction
313010;Space Exploration
244916;Action / Dexterity
319910;Adventure
319910;Bluffing
319910;Card Game
319910;Deduction
319910;Fantasy
63170;Economic
63170;Trains
63170;Transportation
103185;American West
103185;Farming
183231;Adventure
183231;Fantasy
2081;American Civil War
2081;Civil War
2081;Post-Napoleonic
2081;Wargame
17223;Adventure
17223;Fantasy
17223;Fighting
17223;Miniatures
17223;Video Game Theme
1198;Card Game
1198;Puzzle
5206;Fighting
5206;Science Fiction
5206;Wargame
331050;Age of Reason
331050;Card Game
331050;Fantasy
331050;Movies / TV / Radio theme
331050;Mythology
40270;Card Game
40270;Collectible Components
40270;Fantasy
40270;Horror
40270;Novel-based
367498;Age of Reason
367498;Environmental
367498;Fantasy
367498;Fighting
367498;Mythology
367498;Renaissance
367498;Territory Building
306882;Dice
306882;Trains
248158;Card Game
248158;Comic Book / Strip
248158;Dice
248158;Movies / TV / Radio theme
26;Civilization
26;Economic
26;Medieval
26;Renaissance
3097;Economic
3097;Post-Napoleonic
3097;Trains
3097;Transportation
259298;Ancient
259298;Civilization
259298;Fantasy
295785;Adventure
295785;Exploration
295785;Fantasy
295785;Fighting
295785;Miniatures
31497;American West
276830;Adventure
276830;Fantasy
276830;Fighting
276830;Miniatures
14254;Action / Dexterity
14254;Racing
200511;Economic
200511;Fighting
200511;Medieval
274124;Fantasy
274124;Medieval
274124;Territory Building
274124;Video Game Theme
90040;Ancient
193728;Ancient
193728;Medieval
193728;Political
193728;Wargame
41933;Bluffing
41933;Card Game
41933;Fighting
10093;Economic
10093;Wargame
10093;World War II
12761;Bluffing
12761;Medieval
149951;Card Game
149951;Modern Warfare
149951;Wargame
275913;Card Game
55697;Humor
55697;Negotiation
221769;Environmental
221769;Prehistoric
221769;Territory Building
24773;Trains
24773;Transportation
267813;Fantasy
267813;Puzzle
34297;Abstract Strategy
284584;Dice
284584;Medieval
3800;Economic
3800;Medieval
3800;Political
270109;Abstract Strategy
270109;Fantasy
1544;Bluffing
1544;Party Game
1544;Word Game
222542;Science Fiction
220133;Animals
220133;Dice
220133;Environmental
99975;Card Game
99975;Educational
99975;Trivia
30658;Ancient
30658;Civilization
38545;Abstract Strategy
494;Ancient
494;Miniatures
494;Racing
61487;Wargame
61487;World War II
178054;Horror
178054;Murder/Mystery
178054;Novel-based
178054;Political
178054;Spies/Secret Agents
178054;Zombies
283619;Fantasy
225167;Bluffing
225167;Card Game
225167;Deduction
225167;Mafia
225167;Party Game
225167;Spies/Secret Agents
297486;Economic
297486;Trains
297486;Transportation
253759;Deduction
253759;Fantasy
253759;Novel-based
253759;Puzzle
123607;Card Game
123607;Fantasy
123607;Video Game Theme
363307;Puzzle
157917;Fantasy
157917;Fighting
157917;Medieval
157917;Mythology
157917;Novel-based
157917;Science Fiction
226501;Card Game
226501;Fantasy
235014;Fantasy
235014;Real-time
1499;Nautical
1499;Wargame
1499;World War II
330608;Science Fiction
310632;Dice
310632;Fantasy
264647;Ancient
264647;Civilization
98;Economic
98;Wargame
98;World War II
8098;Action / Dexterity
8098;Card Game
8098;Party Game
8098;Real-time
286537;Exploration
286537;Maze
286537;Spies/Secret Agents
26457;Ancient
26457;Wargame
168609;Adventure
168609;Card Game
168609;Economic
168609;Exploration
165948;
260300;Card Game
260300;Fantasy
260300;Fighting
147253;Ancient
147253;Civilization
147253;Fantasy
230303;Card Game
230303;Exploration
230303;Puzzle
230303;Real-time
88827;American Civil War
88827;Civil War
88827;Miniatures
88827;Wargame
266966;Card Game
266966;Dice
266966;Fantasy
266966;Fighting
252446;Card Game
252446;City Building
252446;Economic
252446;Farming
252446;Medieval
218804;Fantasy
73369;Card Game
73369;City Building
73369;Economic
73369;Science Fiction
288513;Card Game
288513;Number
318472;Fantasy
318472;Fighting
318472;Miniatures
318472;Sports
336929;Medieval
336929;Puzzle
336929;Territory Building
701;American Civil War
701;Wargame
232361;Card Game
232361;Horror
232361;Zombies
235555;Civilization
235555;Environmental
235555;Exploration
235555;Prehistoric
235555;Territory Building
208895;Party Game
96007;Card Game
96007;City Building
96007;Economic
96007;Science Fiction
195571;Card Game
195571;Movies / TV / Radio theme
195571;Science Fiction
302260;Card Game
302260;Farming
3565;Exploration
3565;Fantasy
3565;Fighting
3565;Horror
3565;Miniatures
3565;Wargame
6351;Action / Dexterity
6351;Animals
6351;Children's Game
6351;Humor
158900;Animals
158900;Fantasy
158900;Fighting
205046;Bluffing
205046;Card Game
205046;Science Fiction
180020;Card Game
180020;Medical
206940;Animals
206940;Exploration
206940;Territory Building
223215;Action / Dexterity
223215;Science Fiction
280453;Card Game
280453;Economic
280453;Renaissance
175307;Card Game
175307;Deduction
175307;Movies / TV / Radio theme
8129;Card Game
282414;Ancient
282414;Economic
248861;Number
248861;Puzzle
248861;Trains
280136;Deduction
280136;Horror
280136;Murder/Mystery
280136;Party Game
301716;City Building
361;Animals
361;Racing
138233;Card Game
138233;Fantasy
54137;Abstract Strategy
54137;Animals
316786;Ancient
316786;City Building
123499;Card Game
123499;City Building
123499;Civilization
123499;Economic
123499;Fantasy
811;Abstract Strategy
811;Card Game
811;Children's Game
811;Number
43868;Adventure
43868;Ancient
43868;Exploration
43868;Miniatures
21920;Industry / Manufacturing
21920;Renaissance
67877;Party Game
67877;Real-time
67877;Trivia
67877;Word Game
171011;Dice
244513;Action / Dexterity
244513;Animals
244513;Children's Game
38718;Wargame
38718;World War II
325555;Adventure
325555;Book
325555;Deduction
325555;Exploration
325555;Humor
325555;Puzzle
325555;Video Game Theme
325698;Economic
325698;Farming
182189;Adventure
182189;Card Game
182189;Fantasy
123239;Party Game
123239;Trivia
24310;Card Game
24310;Fantasy
24310;Humor
24310;Medieval
24310;Party Game
103092;City Building
111417;Card Game
111417;Transportation
46396;Puzzle
46396;Real-time
254;Economic
254;Napoleonic
254;Negotiation
254;Political
254;Wargame
367220;
986;Ancient
986;Card Game
986;City Building
157413;City Building
29937;Political
29937;Post-Napoleonic
12750;Economic
12750;Trains
12750;Transportation
274841;Abstract Strategy
274841;Puzzle
237;Age of Reason
237;American Indian Wars
237;American Revolutionary War
237;Napoleonic
237;Nautical
237;Pirates
237;Post-Napoleonic
237;Wargame
172996;Medieval
172996;Political
142079;Dice
142079;Fighting
142079;Party Game
142079;Real-time
142079;Science Fiction
142079;Space Exploration
13308;Nautical
163805;Economic
163805;Industry / Manufacturing
163805;Nautical
163805;Transportation
4636;Abstract Strategy
4636;Bluffing
4636;Deduction
4636;Prehistoric
251551;Animals
251551;Card Game
251551;Fantasy
220792;Movies / TV / Radio theme
220792;Novel-based
220792;Science Fiction
220792;Space Exploration
295262;Miniatures
295262;Video Game Theme
295262;Wargame
295262;World War II
139771;Aviation / Flight
139771;Collectible Components
139771;Miniatures
139771;Movies / TV / Radio theme
139771;Science Fiction
139771;Wargame
136280;Abstract Strategy
136280;Electronic
143185;Card Game
143185;Fantasy
143185;Horror
143185;Humor
143185;Mythology
107255;Prehistoric
107255;Science Fiction
8190;Abstract Strategy
8190;Mythology
8190;Novel-based
8190;Territory Building
8190;Travel
180199;Modern Warfare
180199;Wargame
145189;Card Game
145189;Educational
145189;Music
145189;Party Game
145189;Trivia
267271;Ancient
267271;Farming
210274;Environmental
210274;Farming
329873;Abstract Strategy
329873;Card Game
329873;Farming
329873;Print & Play
15511;Abstract Strategy
15511;Medieval
15511;Territory Building
259081;City Building
259081;Dice
269752;Abstract Strategy
269752;Dice
269752;Puzzle
32125;Animals
32125;Bluffing
32125;Card Game
22348;Humor
22348;Party Game
175293;Card Game
175293;Trains
175293;Transportation
5072;Action / Dexterity
2251;Sports
273703;Adventure
273703;Card Game
273703;Dice
273703;Exploration
273703;Fantasy
273703;Fighting
273703;Miniatures
2808;Wargame
2808;World War II
332944;Ancient
332944;Arabian
35435;Ancient
241831;Farming
122842;Civilization
122842;Fighting
122842;Science Fiction
122842;Space Exploration
122842;Wargame
275044;Fantasy
169611;Card Game
169611;Deduction
169611;Movies / TV / Radio theme
169611;Novel-based
2393;Abstract Strategy
180592;Adventure
180592;Economic
70;City Building
269968;Deduction
248125;Civilization
248125;Fighting
248125;Territory Building
57660;Humor
57660;Movies / TV / Radio theme
57660;Party Game
198487;Card Game
198487;Fantasy
266083;Card Game
266083;Number
4396;Animals
4396;Card Game
4396;Mythology
328326;Dice
328326;Nautical
27627;Adventure
27627;Exploration
27627;Fantasy
27627;Fighting
282853;Exploration
282853;Negotiation
282853;Science Fiction
282853;Space Exploration
183284;Industry / Manufacturing
183284;Puzzle
183284;Real-time
146816;Age of Reason
272427;Ancient
235375;Abstract Strategy
91984;City Building
350736;Nautical
350736;Print & Play
41010;Children's Game
41010;Medieval
230305;Card Game
230305;Exploration
230305;Puzzle
230305;Real-time
354570;Wargame
354570;World War II
104955;Ancient
104955;Civilization
104955;Territory Building
175549;Bluffing
175549;Card Game
175549;Deduction
175549;Party Game
175549;Print & Play
352697;Card Game
352697;Civil War
352697;Spies/Secret Agents
352697;Wargame
38386;City Building
38386;Medieval
157096;Civilization
146221;Adventure
146221;Economic
146221;Fantasy
146221;Industry / Manufacturing
146221;Medieval
124172;Abstract Strategy
124172;Nautical
112138;Collectible Components
112138;Fantasy
112138;Fighting
112138;Miniatures
28089;Animals
28089;Children's Game
28089;Exploration
28089;Maze
28089;Memory
205610;Abstract Strategy
205610;Card Game
205610;Fantasy
206084;Dice
206084;Fantasy
206084;Nautical
37907;Economic
37907;Industry / Manufacturing
171726;Fighting
171726;Miniatures
171726;Real-time
171726;Science Fiction
252399;Adventure
252399;Exploration
252399;Fantasy
138649;Collectible Components
138649;Comic Book / Strip
138649;Dice
359970;Animals
359970;Card Game
71074;Exploration
71074;Nautical
37387;Trains
37387;Transportation
24742;Bluffing
24742;Card Game
24742;Modern Warfare
24742;Political
24742;Spies/Secret Agents
211716;Economic
211716;Educational
211716;Negotiation
211716;Political
180852;American West
180852;Bluffing
180852;Industry / Manufacturing
298229;Dice
298229;Racing
298229;Science Fiction
347013;Transportation
253618;Card Game
253618;Comic Book / Strip
253618;Fighting
253618;Real-time
1107;Animals
1107;Card Game
19622;Wargame
19622;World War II
363247;Abstract Strategy
363247;Puzzle
217083;Abstract Strategy
35503;Ancient
35503;Dice
38992;Age of Reason
42673;Napoleonic
42673;Wargame
202977;Economic
202977;Educational
202977;Industry / Manufacturing
202977;Medical
1887;Card Game
1887;Collectible Components
1887;Fantasy
1887;Fighting
1887;Medieval
1887;Wargame
1662;Napoleonic
1662;Wargame
21551;Ancient
21551;Wargame
730;Wargame
730;World War II
293835;Fantasy
293835;Medieval
1219;Children's Game
1219;Maze
1219;Puzzle
160902;Collectible Components
160902;Dice
160902;Fantasy
160902;Fighting
295905;Animals
295905;Dice
295905;Fantasy
295905;Fighting
295905;Miniatures
359152;Card Game
256320;Ancient
207572;Wargame
207572;World War II
174078;Card Game
174078;Novel-based
113636;Economic
113636;Medieval
66510;Card Game
66510;Fantasy
66510;Humor
66510;Medieval
66510;Party Game
269725;Dice
228372;Economic
228372;Trains
174837;Science Fiction
250881;Civilization
238546;Civilization
238546;Medieval
157;Economic
157;Trains
157;Transportation
37358;Political
398;Animals
398;Card Game
223376;Fantasy
223376;Miniatures
223376;Novel-based
223376;Wargame
21133;Book
21133;Miniatures
21133;Science Fiction
21133;Wargame
293678;Card Game
230383;Animals
230383;Card Game
230383;Memory
230383;Nautical
230383;Pirates
309105;Abstract Strategy
267609;Fantasy
267609;Video Game Theme
3931;Ancient
3931;Civilization
3931;Economic
350458;Ancient
350458;Miniatures
63759;Economic
63759;Farming
338460;Animals
338460;Fantasy
338460;Puzzle
146418;Dice
146418;Fantasy
146418;Wargame
155255;Card Game
155255;Economic
155255;Negotiation
155255;Political
155255;Spies/Secret Agents
163370;American West
38765;City Building
38765;Economic
38765;Industry / Manufacturing
216632;Card Game
120;Bluffing
363369;Science Fiction
363369;Space Exploration
248005;Card Game
248005;Science Fiction
16267;Trains
49;Card Game
49;Memory
344258;Abstract Strategy
344258;Murder/Mystery
196496;Card Game
196496;Wargame
196496;World War II
66588;Children's Game
66588;Educational
66588;Party Game
66588;Trivia
284121;Civilization
284121;Dice
284121;Economic
284121;Fantasy
526;Abstract Strategy
238393;Fantasy
238393;Fighting
1032;Aviation / Flight
1032;Wargame
1032;World War II
285905;Comic Book / Strip
285905;Miniatures
285905;Wargame
214484;Adventure
214484;Exploration
214484;Fantasy
214484;Fighting
214484;Puzzle
214484;Travel
322656;Dice
322656;Exploration
322656;Puzzle
322656;Science Fiction
322656;Spies/Secret Agents
56931;Ancient
56931;Card Game
56931;Dice
6205;Wargame
6205;World War II
145588;Economic
145588;Farming
145588;Territory Building
192945;Card Game
192945;Industry / Manufacturing
192945;Trains
301919;Medical
301919;Print & Play
257732;Economic
257732;Science Fiction
24703;Comic Book / Strip
24703;Fighting
24703;Miniatures
6901;Card Game
340;Animals
340;Card Game
195528;Dice
195528;Farming
12477;Economic
12477;Industry / Manufacturing
12477;Mafia
12477;Negotiation
12477;Transportation
335212;Card Game
335212;Comic Book / Strip
335212;Fighting
33154;Territory Building
144529;Fighting
144529;Science Fiction
85005;Card Game
85005;Mafia
245931;Civilization
240271;Adventure
240271;Exploration
240271;Fighting
240271;Miniatures
240271;Science Fiction
36648;Children's Game
36648;Deduction
36648;Maze
36648;Memory
261594;Card Game
261594;Collectible Components
261594;Fantasy
261594;Miniatures
261594;Wargame
155695;Dice
155695;Medieval
157026;Card Game
157026;Fantasy
267378;Abstract Strategy
181345;Action / Dexterity
181345;Children's Game
181345;Puzzle
181345;Real-time
75358;Economic
75358;Trains
127997;Abstract Strategy
127997;Ancient
127997;Territory Building
142961;Card Game
142961;Fantasy
142961;Science Fiction
274450;Card Game
274450;Science Fiction
274450;Transportation
331401;Animals
331401;Card Game
179303;Card Game
179303;Horror
179303;Humor
179303;Novel-based
125752;Racing
125752;Sports
128667;Bluffing
128667;Card Game
128667;Deduction
128667;Fighting
128667;Medieval
136955;Ancient
136955;Wargame
300010;Children's Game
300010;Fantasy
300010;Territory Building
31105;Adventure
31105;Ancient
31105;Card Game
31105;Exploration
253684;Abstract Strategy
253684;Animals
253684;Puzzle
218293;City Building
218293;Dice
218293;Economic
218293;Fantasy
128442;Adventure
128442;Exploration
128442;Science Fiction
128442;Space Exploration
113289;Card Game
113289;Humor
113289;Party Game
309430;Dice
309430;Exploration
309430;Nautical
309430;Pirates
300683;City Building
300683;Economic
300683;Puzzle
73;Card Game
28259;Adventure
28259;Card Game
28259;Fantasy
28259;Fighting
28259;Humor
174973;Card Game
174973;City Building
174973;Expansion for Base-game
174973;Fantasy
174973;Video Game Theme
317434;Deduction
317434;Puzzle
317434;Real-time
205125;Children's Game
205125;Trains
232;Economic
232;Nautical
232;Renaissance
242653;Adventure
242653;Exploration
242653;Fantasy
242653;Miniatures
155969;Card Game
155969;City Building
155969;Economic
155969;Fantasy
155969;Humor
318546;Adventure
318546;Children's Game
318546;Exploration
318546;Fantasy
318546;Print & Play
85325;Economic
85325;Educational
85325;Political
294514;Murder/Mystery
294514;Party Game
259374;Card Game
259374;Deduction
168681;Deduction
168681;Murder/Mystery
168681;Novel-based
168681;Post-Napoleonic
168681;Print & Play
337787;Card Game
342857;Animals
342857;Card Game
342857;Wargame
148203;Card Game
148203;Real-time
162009;American Civil War
162009;Civil War
162009;Post-Napoleonic
162009;Wargame
356414;Science Fiction
356414;Space Exploration
233208;Dice
233208;Wargame
233208;World War II
118695;Action / Dexterity
118695;Party Game
118695;Pirates
238656;Fantasy
238656;Medieval
63543;Miniatures
63543;Science Fiction
34707;Ancient
22192;Adventure
22192;Exploration
22192;Fantasy
22192;Fighting
22192;Miniatures
216428;Abstract Strategy
216428;Animals
216428;Puzzle
442;Racing
442;Sports
98918;Environmental
98918;Prehistoric
36522;Napoleonic
36522;Wargame
324090;Economic
324090;Mafia
181819;Ancient
181819;Card Game
181819;Dice
181819;Fantasy
181819;Fighting
181819;Horror
181819;Mythology
903;Action / Dexterity
9441;Animals
9441;Bluffing
9441;Card Game
9441;Children's Game
243430;Card Game
17710;Ancient
17710;Fighting
17710;Political
17710;Territory Building
17710;Wargame
168998;Collectible Components
168998;Comic Book / Strip
168998;Dice
168998;Fighting
73664;Card Game
67239;Civilization
67239;Exploration
67239;Negotiation
67239;Trains
1117;Animals
1117;Bluffing
1117;Card Game
1117;Humor
143404;Fantasy
143404;Puzzle
65564;Aviation / Flight
65564;Modern Warfare
65564;Wargame
134157;Medieval
118174;Educational
118174;Industry / Manufacturing
118174;Negotiation
41863;Economic
41863;Wargame
41863;World War II
27225;Real-time
27225;Word Game
204135;Card Game
204135;Math
204184;Dice
204184;Medieval
204184;Territory Building
204184;Wargame
266967;Card Game
266967;Dice
266967;Fantasy
266967;Fighting
184824;Book
184824;Miniatures
184824;Racing
184824;Science Fiction
184824;Wargame
231696;Card Game
231696;Movies / TV / Radio theme
284778;Animals
284778;Card Game
284778;Fantasy
284778;Fighting
284778;Movies / TV / Radio theme
84;Wargame
84;World War II
187273;Card Game
187273;Dice
187273;Fantasy
187273;Horror
187273;Novel-based
140;Card Game
140;Economic
140;Party Game
198525;Card Game
169416;Adventure
169416;Card Game
169416;Expansion for Base-game
169416;Fantasy
169416;Fighting
32412;Bluffing
32412;Card Game
32412;Medieval
592;Card Game
23679;Medieval
23679;Wargame
120217;Horror
120217;Negotiation
120217;Zombies
193737;Movies / TV / Radio theme
193737;Science Fiction
193737;Wargame
215312;Deduction
153507;Educational
153507;Trivia
321277;Economic
321277;Industry / Manufacturing
144239;Bluffing
144239;Card Game
144239;Economic
144239;Fighting
144239;Science Fiction
144239;Space Exploration
180771;Comic Book / Strip
180771;Fighting
180771;Miniatures
21954;Ancient
21954;Fighting
21954;Political
176558;Bluffing
176558;Deduction
176558;Mafia
176558;Party Game
249;Nautical
249;Negotiation
249;Party Game
220367;Fantasy
220367;Trains
34585;
129459;Adventure
129459;Fantasy
129459;Fighting
129459;Science Fiction
129459;Wargame
187653;Card Game
187653;Dice
187653;Spies/Secret Agents
285775;Card Game
285775;Fantasy
285775;Fighting
169318;Spies/Secret Agents
169318;World War II
9910;Aviation / Flight
9910;Card Game
9910;Wargame
9910;World War I
294702;City Building
303672;Adventure
303672;Dice
303672;Sports
277927;Animals
187680;Card Game
187680;Fantasy
253664;Card Game
253664;Children's Game
253664;Party Game
253664;Real-time
198287;Adventure
198287;Fantasy
198287;Puzzle
39217;Wargame
39217;World War II
236217;Bluffing
236217;Card Game
236217;Party Game
236217;Spies/Secret Agents
204574;Card Game
204574;Civilization
320718;Bluffing
320718;Card Game
320718;Deduction
320718;Fantasy
320718;Party Game
37141;Electronic
37141;Humor
37141;Party Game
12589;Card Game
12589;Mafia
19526;Economic
19526;Territory Building
222407;Economic
222407;Environmental
222407;Industry / Manufacturing
222407;Transportation
7858;Wargame
7858;World War II
472;Adventure
472;Exploration
472;Fantasy
156496;Animals
156496;Civilization
156496;Exploration
163;Bluffing
163;Party Game
163;Word Game
339484;Abstract Strategy
339484;Animals
339484;Puzzle
268012;Card Game
268012;Dice
268012;Exploration
268012;Fantasy
268012;Miniatures
172933;Adventure
172933;Card Game
172933;Dice
172933;Fantasy
332321;Horror
332321;Movies / TV / Radio theme
189660;Card Game
189660;Horror
189660;Science Fiction
287589;Farming
287589;Industry / Manufacturing
287589;Science Fiction
